Член Ряда,Правильный вариант,Сумма членов ряда
-0.25,-0.25,-0.25
0.0416666666666667,0.03125,-0.208333333333333
-0.00520833333333333,-0.00520833333333333,-0.213541666666667
0.000520833333333333,0.0009765625,-0.213020833333333
-4.34027777777778e-05,-0.0001953125,-0.213064236111111
3.10019841269841e-06,4.06901041666667e-05,-0.213061135912698
